namespace,track,namespace_label,country_code,country_name,region_level,regions,rows,year_min,year_max,latest_li_year,li_rows,ili_rows,hli_rows,ihli_rows,source_bundle,method_flag,quality_flag,evidence_tier,input_method,source_evidence_badges,limitation_note,latest_ili_year,latest_hli_year,latest_ihli_year
gdl_shdi_slv_levelx_v3,modelled_hale_experimental,El Salvador / GDL SHDI level x,SLV,El Salvador,gdl_level_x,4,136,1990,2023,2023.0,136,0,0,0,gdl_shdi_lgnic_lifexp_v9,gdl_lgnic_income_proxy_plus_gdl_lifexp,proxy_observed_gdl_income_proxy,proxy_observed,gdl_shdi_lgnic_lifexp,GDL income proxy,income is GDL lgnic rather than source-country GDPpc; life expectancy is GDL harmonized regional life expectancy,,,
gdl_shdi_slv_levelx_v3,official_clean,El Salvador / GDL SHDI level x,SLV,El Salvador,gdl_level_x,4,136,1990,2023,2023.0,136,0,0,0,gdl_shdi_lgnic_lifexp_v9,gdl_lgnic_income_proxy_plus_gdl_lifexp,proxy_observed_gdl_income_proxy,proxy_observed,gdl_shdi_lgnic_lifexp,GDL income proxy,income is GDL lgnic rather than source-country GDPpc; life expectancy is GDL harmonized regional life expectancy,,,
gdl_shdi_gnq_levelx_v3,modelled_hale_experimental,Equatorial Guinea / GDL SHDI level x,GNQ,Equatorial Guinea,gdl_level_x,5,120,2000,2023,2023.0,120,0,0,0,gdl_shdi_lgnic_lifexp_v9,gdl_lgnic_income_proxy_plus_gdl_lifexp,proxy_observed_gdl_income_proxy,proxy_observed,gdl_shdi_lgnic_lifexp,GDL income proxy,income is GDL lgnic rather than source-country GDPpc; life expectancy is GDL harmonized regional life expectancy,,,
gdl_shdi_gnq_levelx_v3,official_clean,Equatorial Guinea / GDL SHDI level x,GNQ,Equatorial Guinea,gdl_level_x,5,120,2000,2023,2023.0,120,0,0,0,gdl_shdi_lgnic_lifexp_v9,gdl_lgnic_income_proxy_plus_gdl_lifexp,proxy_observed_gdl_income_proxy,proxy_observed,gdl_shdi_lgnic_lifexp,GDL income proxy,income is GDL lgnic rather than source-country GDPpc; life expectancy is GDL harmonized regional life expectancy,,,
gdl_shdi_eri_levelx_v3,modelled_hale_experimental,Eritrea / GDL SHDI level x,ERI,Eritrea,gdl_level_x,6,114,2005,2023,2023.0,114,0,0,0,gdl_shdi_lgnic_lifexp_v9,gdl_lgnic_income_proxy_plus_gdl_lifexp,proxy_observed_gdl_income_proxy,proxy_observed,gdl_shdi_lgnic_lifexp,GDL income proxy,income is GDL lgnic rather than source-country GDPpc; life expectancy is GDL harmonized regional life expectancy,,,
gdl_shdi_eri_levelx_v3,official_clean,Eritrea / GDL SHDI level x,ERI,Eritrea,gdl_level_x,6,114,2005,2023,2023.0,114,0,0,0,gdl_shdi_lgnic_lifexp_v9,gdl_lgnic_income_proxy_plus_gdl_lifexp,proxy_observed_gdl_income_proxy,proxy_observed,gdl_shdi_lgnic_lifexp,GDL income proxy,income is GDL lgnic rather than source-country GDPpc; life expectancy is GDL harmonized regional life expectancy,,,
est_county_income_th753_hle_v3,modelled_hale_experimental,Estonia / county HLE + harmonized disposable income,EST,Estonia,county_harmonized_income_hle_proxy,15,15,2020,2020,,0,0,15,15,eu_harmonized_disposable_income_2020+est_stat_th753_county_hle,estat_th753_hle_at_birth_county_period_end_year+eu_harmonized_municipality_income_population_weighted_to_county,official_hle_at_birth_period_proxy+harmonized_income_county_aggregation+weighted_mean_municipal_gini_proxy,official_observed|harmonized_observed|proxy_observed|approximation_candidate,estat_th753_hle_at_birth_county_period_end_year+eu_harmonized_municipality_income_population_weighted_to_county,observed HLE proxy|harmonized income|weighted Gini proxy|period-end proxy,"Statistics Estonia TH753 reports disability-free life expectancy at birth by county for the 2019/2020 period; the atlas assigns it to 2020. County income is population-weighted from municipality disposable-income rows in 2015 PPP EU27 euros. County Gini is a population-weighted municipal Gini proxy, not a recomputed county distributional Gini.",,2020.0,2020.0
eu_nuts2_est_v1,extended_experimental,Estonia / EU NUTS2 pilot,EST,Estonia,nuts2,1,25,2000,2024,2024.0,25,0,0,0,eurostat_nuts2_gdppc_pps_eu27_2020_hab+eurostat_nuts2_lexp_birth_total,observed_inputs_only,observed_eurostat_li_no_subnational_gini_hale,harmonized_observed,observed_inputs_only,observed source,inputs use the labelled source family shown in the provenance fields,,,
eu_nuts2_est_v1,modelled_hale_experimental,Estonia / EU NUTS2 pilot,EST,Estonia,nuts2,1,25,2000,2024,2024.0,25,0,0,0,eurostat_nuts2_gdppc_pps_eu27_2020_hab+eurostat_nuts2_lexp_birth_total,observed_inputs_only,observed_eurostat_li_no_subnational_gini_hale,harmonized_observed,observed_inputs_only,observed source,inputs use the labelled source family shown in the provenance fields,,,
eu_nuts2_est_v1,official_clean,Estonia / EU NUTS2 pilot,EST,Estonia,nuts2,1,25,2000,2024,2024.0,25,0,0,0,eurostat_nuts2_gdppc_pps_eu27_2020_hab+eurostat_nuts2_lexp_birth_total,observed_inputs_only,observed_eurostat_li_no_subnational_gini_hale,harmonized_observed,observed_inputs_only,observed source,inputs use the labelled source family shown in the provenance fields,,,
gdl_shdi_swz_levelx_v3,modelled_hale_experimental,Eswatini / GDL SHDI level x,SWZ,Eswatini,gdl_level_x,4,136,1990,2023,2023.0,136,0,0,0,gdl_shdi_lgnic_lifexp_v9,gdl_lgnic_income_proxy_plus_gdl_lifexp,proxy_observed_gdl_income_proxy,proxy_observed,gdl_shdi_lgnic_lifexp,GDL income proxy,income is GDL lgnic rather than source-country GDPpc; life expectancy is GDL harmonized regional life expectancy,,,
gdl_shdi_swz_levelx_v3,official_clean,Eswatini / GDL SHDI level x,SWZ,Eswatini,gdl_level_x,4,136,1990,2023,2023.0,136,0,0,0,gdl_shdi_lgnic_lifexp_v9,gdl_lgnic_income_proxy_plus_gdl_lifexp,proxy_observed_gdl_income_proxy,proxy_observed,gdl_shdi_lgnic_lifexp,GDL income proxy,income is GDL lgnic rather than source-country GDPpc; life expectancy is GDL harmonized regional life expectancy,,,
gdl_shdi_eth_levelx_v3,modelled_hale_experimental,Ethiopia / GDL SHDI level x,ETH,Ethiopia,gdl_level_x,11,264,2000,2023,2023.0,264,0,264,0,gdl_shdi_lgnic_lifexp_v9+ihme_gbd_2023_subnational_hale_modelled,gdl_lgnic_income_proxy_plus_gdl_lifexp+modelled_ihme_gbd_hale_age22_all_ages_subnational_bridge,proxy_observed_gdl_income_proxy+ihme_modelled_hale_age_id_22_all_ages_metric_years_subnational_bridge,proxy_observed|modelled,gdl_shdi_lgnic_lifexp+modelled_ihme_gbd_hale_age22_all_ages_subnational_bridge,GDL income proxy|IHME modelled HALE,income is GDL lgnic rather than source-country GDPpc; life expectancy is GDL harmonized regional life expectancy|HALE is IHME/GBD modelled subnational HALE joined through a documented region bridge,,2023.0,
gdl_shdi_eth_levelx_v3,official_clean,Ethiopia / GDL SHDI level x,ETH,Ethiopia,gdl_level_x,11,264,2000,2023,2023.0,264,0,0,0,gdl_shdi_lgnic_lifexp_v9,gdl_lgnic_income_proxy_plus_gdl_lifexp,proxy_observed_gdl_income_proxy,proxy_observed,gdl_shdi_lgnic_lifexp,GDL income proxy,income is GDL lgnic rather than source-country GDPpc; life expectancy is GDL harmonized regional life expectancy,,,
gdl_shdi_fji_levelx_v3,modelled_hale_experimental,Fiji / GDL SHDI level x,FJI,Fiji,gdl_level_x,10,340,1990,2023,2023.0,340,0,0,0,gdl_shdi_lgnic_lifexp_v9,gdl_lgnic_income_proxy_plus_gdl_lifexp,proxy_observed_gdl_income_proxy,proxy_observed,gdl_shdi_lgnic_lifexp,GDL income proxy,income is GDL lgnic rather than source-country GDPpc; life expectancy is GDL harmonized regional life expectancy,,,
gdl_shdi_fji_levelx_v3,official_clean,Fiji / GDL SHDI level x,FJI,Fiji,gdl_level_x,10,340,1990,2023,2023.0,340,0,0,0,gdl_shdi_lgnic_lifexp_v9,gdl_lgnic_income_proxy_plus_gdl_lifexp,proxy_observed_gdl_income_proxy,proxy_observed,gdl_shdi_lgnic_lifexp,GDL income proxy,income is GDL lgnic rather than source-country GDPpc; life expectancy is GDL harmonized regional life expectancy,,,
eu_nuts2_fin_v1,extended_experimental,Finland / EU NUTS2 pilot,FIN,Finland,nuts2,5,125,2000,2024,2024.0,125,0,0,0,eurostat_nuts2_gdppc_pps_eu27_2020_hab+eurostat_nuts2_lexp_birth_total,observed_inputs_only,observed_eurostat_li_no_subnational_gini_hale,harmonized_observed,observed_inputs_only,observed source,inputs use the labelled source family shown in the provenance fields,,,
eu_nuts2_fin_v1,modelled_hale_experimental,Finland / EU NUTS2 pilot,FIN,Finland,nuts2,5,125,2000,2024,2024.0,125,0,0,0,eurostat_nuts2_gdppc_pps_eu27_2020_hab+eurostat_nuts2_lexp_birth_total,observed_inputs_only,observed_eurostat_li_no_subnational_gini_hale,harmonized_observed,observed_inputs_only,observed source,inputs use the labelled source family shown in the provenance fields,,,
eu_nuts2_fin_v1,official_clean,Finland / EU NUTS2 pilot,FIN,Finland,nuts2,5,125,2000,2024,2024.0,125,0,0,0,eurostat_nuts2_gdppc_pps_eu27_2020_hab+eurostat_nuts2_lexp_birth_total,observed_inputs_only,observed_eurostat_li_no_subnational_gini_hale,harmonized_observed,observed_inputs_only,observed source,inputs use the labelled source family shown in the provenance fields,,,
eu_nuts2_fra_v1,extended_experimental,France / EU NUTS2 pilot,FRA,France,nuts2,27,661,2000,2024,2024.0,628,24,0,0,eurostat_nuts2_gdppc_pps_eu27_2020_hab+eurostat_nuts2_lexp_birth_total|eurostat_nuts2_gdppc_pps_eu27_2020_hab+eurostat_nuts2_lexp_birth_total+insee_filosofi_2021_disp_reg_gini_csv_zip,observed_inputs_only|observed_inputs_only+observed_region_gini_exact_one_to_one_nuts2_join|observed_inputs_only+observed_admin_region_gini_fanned_out_to_component_nuts2,observed_eurostat_li_no_subnational_gini_hale|observed_eurostat_li_no_subnational_gini_hale+official_insee_2021_exact_geography|observed_eurostat_li_no_subnational_gini_hale+official_insee_2021_aggregate_region_proxy,harmonized_observed|approximation_candidate,observed_inputs_only|observed_inputs_only+observed_region_gini_exact_one_to_one_nuts2_join|observed_inputs_only+observed_admin_region_gini_fanned_out_to_component_nuts2,observed source|geography proxy,inputs use the labelled source family shown in the provenance fields|some values are bridged through a documented geography proxy,2021.0,,
eu_nuts2_fra_v1,modelled_hale_experimental,France / EU NUTS2 pilot,FRA,France,nuts2,27,661,2000,2024,2024.0,628,24,0,0,eurostat_nuts2_gdppc_pps_eu27_2020_hab+eurostat_nuts2_lexp_birth_total|eurostat_nuts2_gdppc_pps_eu27_2020_hab+eurostat_nuts2_lexp_birth_total+insee_filosofi_2021_disp_reg_gini_csv_zip,observed_inputs_only|observed_inputs_only+observed_region_gini_exact_one_to_one_nuts2_join|observed_inputs_only+observed_admin_region_gini_fanned_out_to_component_nuts2,observed_eurostat_li_no_subnational_gini_hale|observed_eurostat_li_no_subnational_gini_hale+official_insee_2021_exact_geography|observed_eurostat_li_no_subnational_gini_hale+official_insee_2021_aggregate_region_proxy,harmonized_observed|approximation_candidate,observed_inputs_only|observed_inputs_only+observed_region_gini_exact_one_to_one_nuts2_join|observed_inputs_only+observed_admin_region_gini_fanned_out_to_component_nuts2,observed source|geography proxy,inputs use the labelled source family shown in the provenance fields|some values are bridged through a documented geography proxy,2021.0,,
eu_nuts2_fra_v1,official_clean,France / EU NUTS2 pilot,FRA,France,nuts2,27,661,2000,2024,2024.0,628,0,0,0,eurostat_nuts2_gdppc_pps_eu27_2020_hab+eurostat_nuts2_lexp_birth_total|eurostat_nuts2_gdppc_pps_eu27_2020_hab+eurostat_nuts2_lexp_birth_total+insee_filosofi_2021_disp_reg_gini_csv_zip,observed_inputs_only|observed_inputs_only+observed_region_gini_exact_one_to_one_nuts2_join|observed_inputs_only+observed_admin_region_gini_fanned_out_to_component_nuts2,observed_eurostat_li_no_subnational_gini_hale|observed_eurostat_li_no_subnational_gini_hale+official_insee_2021_exact_geography|observed_eurostat_li_no_subnational_gini_hale+official_insee_2021_aggregate_region_proxy,harmonized_observed|approximation_candidate,observed_inputs_only|observed_inputs_only+observed_region_gini_exact_one_to_one_nuts2_join|observed_inputs_only+observed_admin_region_gini_fanned_out_to_component_nuts2,observed source|geography proxy,inputs use the labelled source family shown in the provenance fields|some values are bridged through a documented geography proxy,,,
gdl_shdi_gab_levelx_v3,modelled_hale_experimental,Gabon / GDL SHDI level x,GAB,Gabon,gdl_level_x,10,340,1990,2023,2023.0,340,0,0,0,gdl_shdi_lgnic_lifexp_v9,gdl_lgnic_income_proxy_plus_gdl_lifexp,proxy_observed_gdl_income_proxy,proxy_observed,gdl_shdi_lgnic_lifexp,GDL income proxy,income is GDL lgnic rather than source-country GDPpc; life expectancy is GDL harmonized regional life expectancy,,,
gdl_shdi_gab_levelx_v3,official_clean,Gabon / GDL SHDI level x,GAB,Gabon,gdl_level_x,10,340,1990,2023,2023.0,340,0,0,0,gdl_shdi_lgnic_lifexp_v9,gdl_lgnic_income_proxy_plus_gdl_lifexp,proxy_observed_gdl_income_proxy,proxy_observed,gdl_shdi_lgnic_lifexp,GDL income proxy,income is GDL lgnic rather than source-country GDPpc; life expectancy is GDL harmonized regional life expectancy,,,
gdl_shdi_gmb_levelx_v3,modelled_hale_experimental,Gambia / GDL SHDI level x,GMB,Gambia,gdl_level_x,8,272,1990,2023,2023.0,272,0,0,0,gdl_shdi_lgnic_lifexp_v9,gdl_lgnic_income_proxy_plus_gdl_lifexp,proxy_observed_gdl_income_proxy,proxy_observed,gdl_shdi_lgnic_lifexp,GDL income proxy,income is GDL lgnic rather than source-country GDPpc; life expectancy is GDL harmonized regional life expectancy,,,
gdl_shdi_gmb_levelx_v3,official_clean,Gambia / GDL SHDI level x,GMB,Gambia,gdl_level_x,8,272,1990,2023,2023.0,272,0,0,0,gdl_shdi_lgnic_lifexp_v9,gdl_lgnic_income_proxy_plus_gdl_lifexp,proxy_observed_gdl_income_proxy,proxy_observed,gdl_shdi_lgnic_lifexp,GDL income proxy,income is GDL lgnic rather than source-country GDPpc; life expectancy is GDL harmonized regional life expectancy,,,
gdl_shdi_geo_levelx_v3,modelled_hale_experimental,Georgia / GDL SHDI level x,GEO,Georgia,gdl_level_x,10,240,2000,2023,2023.0,240,0,0,0,gdl_shdi_lgnic_lifexp_v9,gdl_lgnic_income_proxy_plus_gdl_lifexp,proxy_observed_gdl_income_proxy,proxy_observed,gdl_shdi_lgnic_lifexp,GDL income proxy,income is GDL lgnic rather than source-country GDPpc; life expectancy is GDL harmonized regional life expectancy,,,
gdl_shdi_geo_levelx_v3,official_clean,Georgia / GDL SHDI level x,GEO,Georgia,gdl_level_x,10,240,2000,2023,2023.0,240,0,0,0,gdl_shdi_lgnic_lifexp_v9,gdl_lgnic_income_proxy_plus_gdl_lifexp,proxy_observed_gdl_income_proxy,proxy_observed,gdl_shdi_lgnic_lifexp,GDL income proxy,income is GDL lgnic rather than source-country GDPpc; life expectancy is GDL harmonized regional life expectancy,,,
eu_nuts2_deu_v1,extended_experimental,Germany / EU NUTS2 pilot,DEU,Germany,nuts2,38,950,2000,2024,2024.0,855,114,0,0,eurostat_nuts2_gdppc_pps_eu27_2020_hab+eurostat_nuts2_lexp_birth_total|eurostat_nuts2_gdppc_pps_eu27_2020_hab+eurostat_nuts2_lexp_birth_total+deu_statistikportal_land_income_gini_mikrozensus_2021_2023,observed_inputs_only|observed_inputs_only+statistikportal_land_gini_assigned_to_component_nuts2,observed_eurostat_li_no_subnational_gini_hale|observed_eurostat_li_no_subnational_gini_hale+official_observed_gini_broader_land_to_nuts2_geography_proxy,harmonized_observed|harmonized_observed|official_observed,observed_inputs_only|observed_inputs_only+statistikportal_land_gini_component_assignment,observed source|observed regional Gini|geography proxy,inputs use the labelled source family shown in the provenance fields|Gini is the official Statistikportal/Mikrozensus coefficient for the broader German Land and is assigned to component NUTS2 regions as a transparent geography proxy.,2023.0,,
eu_nuts2_deu_v1,modelled_hale_experimental,Germany / EU NUTS2 pilot,DEU,Germany,nuts2,38,950,2000,2024,2024.0,855,114,0,0,eurostat_nuts2_gdppc_pps_eu27_2020_hab+eurostat_nuts2_lexp_birth_total|eurostat_nuts2_gdppc_pps_eu27_2020_hab+eurostat_nuts2_lexp_birth_total+deu_statistikportal_land_income_gini_mikrozensus_2021_2023,observed_inputs_only|observed_inputs_only+statistikportal_land_gini_assigned_to_component_nuts2,observed_eurostat_li_no_subnational_gini_hale|observed_eurostat_li_no_subnational_gini_hale+official_observed_gini_broader_land_to_nuts2_geography_proxy,harmonized_observed|harmonized_observed|official_observed,observed_inputs_only|observed_inputs_only+statistikportal_land_gini_component_assignment,observed source|observed regional Gini|geography proxy,inputs use the labelled source family shown in the provenance fields|Gini is the official Statistikportal/Mikrozensus coefficient for the broader German Land and is assigned to component NUTS2 regions as a transparent geography proxy.,2023.0,,
eu_nuts2_deu_v1,official_clean,Germany / EU NUTS2 pilot,DEU,Germany,nuts2,38,950,2000,2024,2024.0,855,0,0,0,eurostat_nuts2_gdppc_pps_eu27_2020_hab+eurostat_nuts2_lexp_birth_total,observed_inputs_only,observed_eurostat_li_no_subnational_gini_hale,harmonized_observed,observed_inputs_only,observed source,inputs use the labelled source family shown in the provenance fields,,,
germany_oecd_tl2,extended_experimental,Germany / OECD TL2 pilot,DEU,Germany,oecd_tl2,16,480,1995,2024,2023.0,352,63,0,0,oecd_tl2_gdppc_ppp+oecd_tl2_lfexp|oecd_tl2_gdppc_ppp+oecd_tl2_lfexp+oecd_tl2_s80s20_income_proxy_calibrated|oecd_tl2_gdppc_ppp+oecd_tl2_lfexp+deu_statistikportal_land_income_gini_mikrozensus_2021_2023,observed_inputs_only|oecd_tl2_s80s20_linear_calibration_to_observed_regional_gini|observed_inputs_only+statistikportal_land_gini_exact_tl2_join,observed_no_subnational_gini_hale|experimental_proxy_s80s20_calibrated_to_gini|observed_no_subnational_gini_hale+official_observed_gini_mikrozensus_land,harmonized_observed|approximation_candidate|harmonized_observed|official_observed,observed_inputs_only|oecd_s80s20_calibrated_gini_proxy|observed_inputs_only+statistikportal_land_gini_overlay,observed source|S80/S20 proxy|observed regional Gini,inputs use the labelled source family shown in the provenance fields|Gini is calibrated from regional S80/S20 using observed regional Gini overlap; it is an experimental inequality proxy|Gini is the official Statistikportal/Mikrozensus income-distribution coefficient for the German Land; it is exact for the Germany OECD TL2/Land regional dataset.,2023.0,,
germany_oecd_tl2,modelled_hale_experimental,Germany / OECD TL2 pilot,DEU,Germany,oecd_tl2,16,480,1995,2024,2023.0,352,63,0,0,oecd_tl2_gdppc_ppp+oecd_tl2_lfexp|oecd_tl2_gdppc_ppp+oecd_tl2_lfexp+oecd_tl2_s80s20_income_proxy_calibrated|oecd_tl2_gdppc_ppp+oecd_tl2_lfexp+deu_statistikportal_land_income_gini_mikrozensus_2021_2023,observed_inputs_only|oecd_tl2_s80s20_linear_calibration_to_observed_regional_gini|observed_inputs_only+statistikportal_land_gini_exact_tl2_join,observed_no_subnational_gini_hale|experimental_proxy_s80s20_calibrated_to_gini|observed_no_subnational_gini_hale+official_observed_gini_mikrozensus_land,harmonized_observed|approximation_candidate|harmonized_observed|official_observed,observed_inputs_only|oecd_s80s20_calibrated_gini_proxy|observed_inputs_only+statistikportal_land_gini_overlay,observed source|S80/S20 proxy|observed regional Gini,inputs use the labelled source family shown in the provenance fields|Gini is calibrated from regional S80/S20 using observed regional Gini overlap; it is an experimental inequality proxy|Gini is the official Statistikportal/Mikrozensus income-distribution coefficient for the German Land; it is exact for the Germany OECD TL2/Land regional dataset.,2023.0,,
germany_oecd_tl2,official_clean,Germany / OECD TL2 pilot,DEU,Germany,oecd_tl2,16,480,1995,2024,2023.0,352,0,0,0,oecd_tl2_gdppc_ppp+oecd_tl2_lfexp,observed_inputs_only,observed_no_subnational_gini_hale,harmonized_observed,observed_inputs_only,observed source,inputs use the labelled source family shown in the provenance fields,,,
gdl_shdi_gha_levelx_v3,modelled_hale_experimental,Ghana / GDL SHDI level x,GHA,Ghana,gdl_level_x,10,340,1990,2023,2023.0,340,0,0,0,gdl_shdi_lgnic_lifexp_v9,gdl_lgnic_income_proxy_plus_gdl_lifexp,proxy_observed_gdl_income_proxy,proxy_observed,gdl_shdi_lgnic_lifexp,GDL income proxy,income is GDL lgnic rather than source-country GDPpc; life expectancy is GDL harmonized regional life expectancy,,,
gdl_shdi_gha_levelx_v3,official_clean,Ghana / GDL SHDI level x,GHA,Ghana,gdl_level_x,10,340,1990,2023,2023.0,340,0,0,0,gdl_shdi_lgnic_lifexp_v9,gdl_lgnic_income_proxy_plus_gdl_lifexp,proxy_observed_gdl_income_proxy,proxy_observed,gdl_shdi_lgnic_lifexp,GDL income proxy,income is GDL lgnic rather than source-country GDPpc; life expectancy is GDL harmonized regional life expectancy,,,
eu_nuts2_grc_v1,extended_experimental,Greece / EU NUTS2 pilot,GRC,Greece,nuts2,13,325,2000,2024,2023.0,312,0,0,0,eurostat_nuts2_gdppc_pps_eu27_2020_hab+eurostat_nuts2_lexp_birth_total,observed_inputs_only,observed_eurostat_li_no_subnational_gini_hale,harmonized_observed,observed_inputs_only,observed source,inputs use the labelled source family shown in the provenance fields,,,
eu_nuts2_grc_v1,modelled_hale_experimental,Greece / EU NUTS2 pilot,GRC,Greece,nuts2,13,325,2000,2024,2023.0,312,0,0,0,eurostat_nuts2_gdppc_pps_eu27_2020_hab+eurostat_nuts2_lexp_birth_total,observed_inputs_only,observed_eurostat_li_no_subnational_gini_hale,harmonized_observed,observed_inputs_only,observed source,inputs use the labelled source family shown in the provenance fields,,,
eu_nuts2_grc_v1,official_clean,Greece / EU NUTS2 pilot,GRC,Greece,nuts2,13,325,2000,2024,2023.0,312,0,0,0,eurostat_nuts2_gdppc_pps_eu27_2020_hab+eurostat_nuts2_lexp_birth_total,observed_inputs_only,observed_eurostat_li_no_subnational_gini_hale,harmonized_observed,observed_inputs_only,observed source,inputs use the labelled source family shown in the provenance fields,,,
gdl_shdi_gtm_levelx_v3,modelled_hale_experimental,Guatemala / GDL SHDI level x,GTM,Guatemala,gdl_level_x,8,272,1990,2023,2023.0,272,0,0,0,gdl_shdi_lgnic_lifexp_v9,gdl_lgnic_income_proxy_plus_gdl_lifexp,proxy_observed_gdl_income_proxy,proxy_observed,gdl_shdi_lgnic_lifexp,GDL income proxy,income is GDL lgnic rather than source-country GDPpc; life expectancy is GDL harmonized regional life expectancy,,,
gdl_shdi_gtm_levelx_v3,official_clean,Guatemala / GDL SHDI level x,GTM,Guatemala,gdl_level_x,8,272,1990,2023,2023.0,272,0,0,0,gdl_shdi_lgnic_lifexp_v9,gdl_lgnic_income_proxy_plus_gdl_lifexp,proxy_observed_gdl_income_proxy,proxy_observed,gdl_shdi_lgnic_lifexp,GDL income proxy,income is GDL lgnic rather than source-country GDPpc; life expectancy is GDL harmonized regional life expectancy,,,
gdl_shdi_gin_levelx_v3,modelled_hale_experimental,Guinea / GDL SHDI level x,GIN,Guinea,gdl_level_x,8,272,1990,2023,2023.0,272,0,0,0,gdl_shdi_lgnic_lifexp_v9,gdl_lgnic_income_proxy_plus_gdl_lifexp,proxy_observed_gdl_income_proxy,proxy_observed,gdl_shdi_lgnic_lifexp,GDL income proxy,income is GDL lgnic rather than source-country GDPpc; life expectancy is GDL harmonized regional life expectancy,,,
gdl_shdi_gin_levelx_v3,official_clean,Guinea / GDL SHDI level x,GIN,Guinea,gdl_level_x,8,272,1990,2023,2023.0,272,0,0,0,gdl_shdi_lgnic_lifexp_v9,gdl_lgnic_income_proxy_plus_gdl_lifexp,proxy_observed_gdl_income_proxy,proxy_observed,gdl_shdi_lgnic_lifexp,GDL income proxy,income is GDL lgnic rather than source-country GDPpc; life expectancy is GDL harmonized regional life expectancy,,,
gdl_shdi_gnb_levelx_v3,modelled_hale_experimental,Guinea Bissau / GDL SHDI level x,GNB,Guinea Bissau,gdl_level_x,9,171,2005,2023,2023.0,171,0,0,0,gdl_shdi_lgnic_lifexp_v9,gdl_lgnic_income_proxy_plus_gdl_lifexp,proxy_observed_gdl_income_proxy,proxy_observed,gdl_shdi_lgnic_lifexp,GDL income proxy,income is GDL lgnic rather than source-country GDPpc; life expectancy is GDL harmonized regional life expectancy,,,
gdl_shdi_gnb_levelx_v3,official_clean,Guinea Bissau / GDL SHDI level x,GNB,Guinea Bissau,gdl_level_x,9,171,2005,2023,2023.0,171,0,0,0,gdl_shdi_lgnic_lifexp_v9,gdl_lgnic_income_proxy_plus_gdl_lifexp,proxy_observed_gdl_income_proxy,proxy_observed,gdl_shdi_lgnic_lifexp,GDL income proxy,income is GDL lgnic rather than source-country GDPpc; life expectancy is GDL harmonized regional life expectancy,,,
gdl_shdi_guy_levelx_v3,modelled_hale_experimental,Guyana / GDL SHDI level x,GUY,Guyana,gdl_level_x,10,340,1990,2023,2023.0,340,0,0,0,gdl_shdi_lgnic_lifexp_v9,gdl_lgnic_income_proxy_plus_gdl_lifexp,proxy_observed_gdl_income_proxy,proxy_observed,gdl_shdi_lgnic_lifexp,GDL income proxy,income is GDL lgnic rather than source-country GDPpc; life expectancy is GDL harmonized regional life expectancy,,,
gdl_shdi_guy_levelx_v3,official_clean,Guyana / GDL SHDI level x,GUY,Guyana,gdl_level_x,10,340,1990,2023,2023.0,340,0,0,0,gdl_shdi_lgnic_lifexp_v9,gdl_lgnic_income_proxy_plus_gdl_lifexp,proxy_observed_gdl_income_proxy,proxy_observed,gdl_shdi_lgnic_lifexp,GDL income proxy,income is GDL lgnic rather than source-country GDPpc; life expectancy is GDL harmonized regional life expectancy,,,
gdl_shdi_hti_levelx_v3,modelled_hale_experimental,Haiti / GDL SHDI level x,HTI,Haiti,gdl_level_x,9,306,1990,2023,2023.0,306,0,0,0,gdl_shdi_lgnic_lifexp_v9,gdl_lgnic_income_proxy_plus_gdl_lifexp,proxy_observed_gdl_income_proxy,proxy_observed,gdl_shdi_lgnic_lifexp,GDL income proxy,income is GDL lgnic rather than source-country GDPpc; life expectancy is GDL harmonized regional life expectancy,,,
gdl_shdi_hti_levelx_v3,official_clean,Haiti / GDL SHDI level x,HTI,Haiti,gdl_level_x,9,306,1990,2023,2023.0,306,0,0,0,gdl_shdi_lgnic_lifexp_v9,gdl_lgnic_income_proxy_plus_gdl_lifexp,proxy_observed_gdl_income_proxy,proxy_observed,gdl_shdi_lgnic_lifexp,GDL income proxy,income is GDL lgnic rather than source-country GDPpc; life expectancy is GDL harmonized regional life expectancy,,,
gdl_shdi_hnd_levelx_v3,modelled_hale_experimental,Honduras / GDL SHDI level x,HND,Honduras,gdl_level_x,18,612,1990,2023,2023.0,612,0,0,0,gdl_shdi_lgnic_lifexp_v9,gdl_lgnic_income_proxy_plus_gdl_lifexp,proxy_observed_gdl_income_proxy,proxy_observed,gdl_shdi_lgnic_lifexp,GDL income proxy,income is GDL lgnic rather than source-country GDPpc; life expectancy is GDL harmonized regional life expectancy,,,
gdl_shdi_hnd_levelx_v3,official_clean,Honduras / GDL SHDI level x,HND,Honduras,gdl_level_x,18,612,1990,2023,2023.0,612,0,0,0,gdl_shdi_lgnic_lifexp_v9,gdl_lgnic_income_proxy_plus_gdl_lifexp,proxy_observed_gdl_income_proxy,proxy_observed,gdl_shdi_lgnic_lifexp,GDL income proxy,income is GDL lgnic rather than source-country GDPpc; life expectancy is GDL harmonized regional life expectancy,,,
eu_nuts2_hun_v1,extended_experimental,Hungary / EU NUTS2 pilot,HUN,Hungary,nuts2,8,200,2000,2024,2024.0,196,0,0,0,eurostat_nuts2_gdppc_pps_eu27_2020_hab+eurostat_nuts2_lexp_birth_total,observed_inputs_only,observed_eurostat_li_no_subnational_gini_hale,harmonized_observed,observed_inputs_only,observed source,inputs use the labelled source family shown in the provenance fields,,,
